
Processing get_correlation_functions.cxx++...


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.608

8	4.37338e+09	1.65261e+10	-2.00079e+09	1.96142e+09
9	8.15426e+10	1.76226e+12	-4.89845e+10	2.72949e+11
10	3.64444e+09	1.85387e+10	2.08013e+09	4.14352e+09
11	3.711e+09	1.7873e+10	1.89988e+09	5.59263e+09
12	1.45194e+09	1.46329e+10	6.58575e+08	5.29719e+09
13	-5.56762e+08	1.1409e+10	-5.86103e+08	4.91467e+09
14	-9.82847e+08	8.23319e+09	-2.20833e+08	4.78202e+09
15	-5.6213e+08	5.67572e+09	4.76931e+08	4.54409e+09
16	-2.01711e+08	4.49793e+09	8.91915e+08	4.01565e+09
17	3.84957e+07	4.56549e+09	1.29835e+09	3.2781e+09
18	-2.07517e+08	4.93402e+09	1.04187e+09	2.5191e+09
19	-4.90016e+08	4.41958e+09	7.28531e+08	1.55957e+09
20	-7.80431e+08	3.43631e+09	4.44052e+08	6.69006e+08
21	-8.40736e+08	2.31244e+09	2.92387e+08	6.64178e+07
22	-7.07598e+08	1.54808e+09	1.93506e+08	-1.39872e+08
23	-4.85059e+08	1.04745e+09	7.92343e+07	-1.2518e+08
24	-1.2539e+08	4.91063e+08	7.4279e+07	-2.188e+07
25	1.91703e+08	-4.70244e+07	1.195e+08	1.35329e+07
26	3.97418e+08	-5.84085e+07	1.6619e+08	9.65822e+07
27	4.36239e+08	2.10879e+07	1.78999e+08	1.72018e+08
28	5.50037e+08	-2.56538e+07	2.27766e+08	1.66007e+08
29	6.74049e+08	-4.43733e+07	2.69524e+08	1.69652e+08
30	6.62937e+08	-5.52393e+06	2.64349e+08	1.69962e+08
31	5.79246e+08	3.77004e+06	2.22153e+08	1.16278e+08
32	4.4495e+08	-2.01675e+07	1.49828e+08	7.49825e+07
33	3.44064e+08	-6.05981e+07	1.04261e+08	6.70098e+07
34	2.72454e+08	-1.03443e+08	7.48603e+07	8.28822e+07
35	1.96989e+08	-1.41866e+08	8.43423e+07	9.29326e+07
36	1.71674e+08	-1.02896e+08	1.13446e+08	1.10284e+08
37	2.03061e+08	-6.88648e+07	1.48355e+08	1.0988e+08
38	2.69641e+08	-1.123e+08	1.99672e+08	9.76632e+07
39	2.80361e+08	-1.86394e+08	2.30607e+08	8.78913e+07
40	1.81776e+08	-3.06912e+08	2.43928e+08	5.80961e+07
41	1.05927e+08	-4.92417e+08	3.05018e+08	2.08249e+06
42	3.51943e+07	-5.95474e+08	3.58399e+08	-2.75811e+07
43	-3.94526e+07	-6.65568e+08	4.2027e+08	-2.18394e+07
44	-3.68684e+07	-6.96229e+08	5.46801e+08	4.66637e+06
45	9.01313e+07	-8.21733e+08	7.1526e+08	1.22754e+07
46	2.25964e+08	-8.91658e+08	8.39114e+08	8.32965e+07
47	3.49176e+08	-8.66204e+08	8.60023e+08	2.61314e+08
48	3.91672e+08	-8.1552e+08	7.88807e+08	4.61434e+08
49	5.1747e+08	-6.31468e+08	7.51209e+08	7.45492e+08
50	6.30769e+08	-2.21398e+08	7.75623e+08	1.08092e+09
51	8.23547e+08	1.01924e+08	7.67097e+08	1.42581e+09
